what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1390535039789
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1390535039789
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1390535039790
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1390535039791
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1390535039792
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1390535039793
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1390535039793
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1390535039794
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1390535039795
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1390535039796
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1390535039797
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1390535039798
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1390535039799
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1390535039800
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1390535039801
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1390535039802
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1390535039802
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1390535039802
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1390535039802
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1390535039803
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1390535039803
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1390535039803
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1390535039803
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1390535039804
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1390535039804
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1390535039805
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1390535039805
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1390535039806
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1390535039806
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1390535039806
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1390535039807
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1390535039808
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1390535039808
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1390535039808
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1390535039808
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1390535039809
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1390535039809
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1390535039810
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1390535039810
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1390535039810
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1390535039811
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1390535039811
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1390535039812
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1390535039812
started,bundle,com.altera.sbtgui.integration,12.0.0.263,"com.altera.sbtgui.integration",1390535039812
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1390535039813
started,bundle,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project",1390535039813
started,bundle,com.altera.systemconsole,12.0.0.263,"com.altera.systemconsole",1390535039813
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1390535039814
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1390535039814
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1390535039814
os,sysinfo,,,"win32",1390535039816
arch,sysinfo,,,"x86",1390535039816
ws,sysinfo,,,"win32",1390535039816
locale,sysinfo,,,"en_US",1390535039816
processors,sysinfo,,,"8",1390535039816
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1390535039816
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1390535039816
java.specification.name,sysinfo,,,"Java Platform API Specification",1390535039816
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1390535039816
java.specification.version,sysinfo,,,"1.6",1390535039816
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1390535039816
java.version,sysinfo,,,"1.6.0_23",1390535039816
java.vm.info,sysinfo,,,"mixed mode",1390535039816
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1390535039816
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1390535039816
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1390535039816
java.vm.specification.version,sysinfo,,,"1.0",1390535039816
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1390535039816
java.vm.version,sysinfo,,,"19.0-b09",1390535039816
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390535040225
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1390535041612
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1390535047211
started,bundle,com.altera.sbtgui.core,12.0.0.263,"com.altera.sbtgui.core",1390535047234
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390535059625
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1390535059903
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1390535061519
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1390535061542
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1390535061545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535064869
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1390535064923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535066826
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1390535068544
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1390535068700
opened,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390535072720
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1390535072874
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1390535072879
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1390535072879
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1390535072880
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1390535072886
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1390535077552
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390535107382
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535110801
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535112608
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1390535112610
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535113606
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535115929
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535120281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535121872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535124862
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535130238
executed,command,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project.commands.quartus",1390535136668
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535138388
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535269786
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535274352
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535276240
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1390535277513
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390535281572
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1390535284977
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1390535286391
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390535292360
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1390535303658
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1390535328319
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1390535338042
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535347525
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390535416603
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1390535436371
